period,entity,region,department,actual_ending_headcount,budget_ending_headcount,headcount_variance,actual_payroll_cost,budget_payroll_cost,payroll_variance
2024-11,UK,East,Technology,8,8.48,-0.48,50275.83,51882.19,-1606.36
2024-11,UK,International,G&A,3,2.93,0.07,19690.8,20879.81,-1189.01
2024-11,UK,International,Marketing,5,4.97,0.03,33028.51,35367.85,-2339.34
2024-11,UK,International,Operations,11,11.17,-0.17,63902.23,68243.16,-4340.93
2024-11,UK,International,Sales,9,9.42,-0.42,71093.07,77600.96,-6507.89
2024-11,UK,International,Technology,7,7.22,-0.22,54186.63,55999.88,-1813.25
2024-11,UK,West,G&A,5,4.91,0.09,28591.91,29269.56,-677.65
2024-11,UK,West,Marketing,7,7.15,-0.15,62921.47,64263.34,-1341.87
2024-11,UK,West,Operations,17,18.05,-1.05,115198.7,122329.67,-7130.97
2024-11,UK,West,Sales,12,11.9,0.1,100627.75,101532.83,-905.08
2024-11,UK,West,Technology,10,10.28,-0.28,50137.99,53384.09,-3246.1
2024-11,USA,Central,G&A,7,7.23,-0.23,44839.64,47887.23,-3047.59
2024-11,USA,Central,Marketing,9,9.41,-0.41,65368.51,68428.22,-3059.71
2024-11,USA,Central,Operations,22,23.04,-1.04,166234.81,167674.42,-1439.61
2024-11,USA,Central,Sales,17,17.49,-0.49,133018.51,139906.95,-6888.44
2024-11,USA,Central,Technology,14,14.46,-0.46,87555.34,91107.1,-3551.76
2024-11,USA,East,G&A,7,6.87,0.13,43575.83,44429.41,-853.58
2024-11,USA,East,Marketing,9,9.43,-0.43,58939.61,59857.56,-917.95
2024-11,USA,East,Operations,22,21.87,0.13,176922.79,178919.78,-1996.99
2024-11,USA,East,Sales,17,17.25,-0.25,114026.5,116324.04,-2297.54
2024-11,USA,East,Technology,13,13.1,-0.1,108958.87,115130.65,-6171.78
2024-11,USA,International,G&A,6,6.35,-0.35,48682.85,51385.47,-2702.62
2024-11,USA,International,Marketing,8,8.16,-0.16,55159.72,55253.92,-94.2
2024-11,USA,International,Operations,18,18.08,-0.08,128321.39,127605.66,715.73
2024-11,USA,International,Sales,14,14.42,-0.42,108820.43,113538.22,-4717.79
2024-11,USA,International,Technology,11,10.92,0.08,86597.15,88244.83,-1647.68
2024-11,USA,West,G&A,8,8.44,-0.44,56431.81,58048.18,-1616.37
2024-11,USA,West,Marketing,12,12.35,-0.35,82617.94,83642.51,-1024.57
2024-11,USA,West,Operations,26,26.03,-0.03,203653.86,220805.87,-17152.01
2024-11,USA,West,Sales,19,19.69,-0.69,106897.01,112594.62,-5697.61
2024-11,USA,West,Technology,16,16.42,-0.42,127133.86,135135.3,-8001.44
2024-12,Canada,Central,G&A,5,5.07,-0.07,35987.91,36085.09,-97.18
2024-12,Canada,Central,Marketing,8,8.16,-0.16,45690.94,47974.83,-2283.89
2024-12,Canada,Central,Operations,16,16.73,-0.73,100165.16,101036.2,-871.04
2024-12,Canada,Central,Sales,13,13.87,-0.87,98590.84,100079.04,-1488.2
2024-12,Canada,Central,Technology,10,10.17,-0.17,62473.95,63051.65,-577.7
2024-12,Canada,East,G&A,5,5.23,-0.23,33390.65,35191.6,-1800.95
2024-12,Canada,East,Marketing,7,7.19,-0.19,43223.15,43957.2,-734.05
2024-12,Canada,East,Operations,17,17.07,-0.07,113386.1,119026.69,-5640.59
2024-12,Canada,East,Sales,12,12.24,-0.24,98574.64,102409.51,-3834.87
2024-12,Canada,East,Technology,10,10.02,-0.02,68302.29,74909.29,-6607.0
2024-12,Canada,International,G&A,4,4.15,-0.15,30537.59,29997.87,539.72
2024-12,Canada,International,Marketing,6,6.23,-0.23,49917.29,51816.07,-1898.78
2024-12,Canada,International,Operations,13,13.12,-0.12,104878.23,112122.34,-7244.11
2024-12,Canada,International,Sales,10,9.9,0.1,70972.47,74990.12,-4017.65
2024-12,Canada,International,Technology,9,9.6,-0.6,61811.1,60101.31,1709.79
2024-12,Canada,West,G&A,6,6.2,-0.2,44653.87,43743.53,910.34
2024-12,Canada,West,Marketing,8,8.4,-0.4,57221.19,57670.34,-449.15
2024-12,Canada,West,Operations,20,19.54,0.46,150111.54,157046.71,-6935.17
2024-12,Canada,West,Sales,15,15.27,-0.27,98782.97,100613.99,-1831.02
2024-12,Canada,West,Technology,12,11.9,0.1,96862.44,101504.53,-4642.09
2024-12,UK,Central,G&A,5,5.3,-0.3,53740.49,56902.97,-3162.48
2024-12,UK,Central,Marketing,6,5.89,0.11,42755.42,42177.96,577.46
2024-12,UK,Central,Operations,15,15.52,-0.52,111637.22,110791.99,845.23
2024-12,UK,Central,Sales,11,11.38,-0.38,76837.69,80022.44,-3184.75
2024-12,UK,Central,Technology,8,8.22,-0.22,55306.32,58227.28,-2920.96
2024-12,UK,East,G&A,4,3.94,0.06,30323.09,30549.52,-226.43
2024-12,UK,East,Marketing,6,6.03,-0.03,51409.5,53163.75,-1754.25
2024-12,UK,East,Operations,14,13.98,0.02,104259.16,108897.63,-4638.47
2024-12,UK,East,Sales,9,9.84,-0.84,67125.52,70912.01,-3786.49
2024-12,UK,East,Technology,9,9.25,-0.25,73464.5,74409.9,-945.4
2024-12,UK,International,G&A,4,4.18,-0.18,36171.55,38122.13,-1950.58
2024-12,UK,International,Marketing,5,5.21,-0.21,31714.21,33758.27,-2044.06
2024-12,UK,International,Operations,12,12.76,-0.76,89745.08,93073.06,-3327.98
2024-12,UK,International,Sales,8,7.74,0.26,51782.02,52451.14,-669.12
2024-12,UK,International,Technology,7,6.81,0.19,54579.31,56988.41,-2409.1
2024-12,UK,West,G&A,5,5.01,-0.01,34875.37,35352.85,-477.48
2024-12,UK,West,Marketing,7,7.15,-0.15,47260.57,48333.17,-1072.6
2024-12,UK,West,Operations,16,16.72,-0.72,113639.98,108191.77,5448.21
2024-12,UK,West,Sales,13,13.4,-0.4,82360.83,86209.99,-3849.16
2024-12,UK,West,Technology,10,10.17,-0.17,77624.46,81835.0,-4210.54
2024-12,USA,Central,G&A,7,7.3,-0.3,51626.16,53327.63,-1701.47
2024-12,USA,Central,Marketing,10,10.79,-0.79,69276.05,65089.47,4186.58
2024-12,USA,Central,Operations,22,22.39,-0.39,179835.97,183313.19,-3477.22
2024-12,USA,Central,Sales,17,17.1,-0.1,147839.4,150031.28,-2191.88
2024-12,USA,Central,Technology,14,14.49,-0.49,90742.86,90965.6,-222.74
2024-12,USA,East,G&A,7,7.22,-0.22,47804.07,49101.28,-1297.21
2024-12,USA,East,Marketing,9,8.85,0.15,61947.04,62710.73,-763.69
2024-12,USA,East,Operations,21,21.57,-0.57,126925.42,127237.31,-311.89
2024-12,USA,East,Sales,17,16.91,0.09,108826.41,114229.09,-5402.68
2024-12,USA,East,Technology,13,14.0,-1.0,87126.77,90161.24,-3034.47
2024-12,USA,International,G&A,6,6.01,-0.01,57629.65,58680.73,-1051.08
2024-12,USA,International,Marketing,7,7.26,-0.26,58859.61,60942.33,-2082.72
2024-12,USA,International,Operations,19,19.16,-0.16,155735.03,161006.2,-5271.17
2024-12,USA,International,Sales,14,14.39,-0.39,120018.82,124465.72,-4446.9
2024-12,USA,International,Technology,12,11.76,0.24,105907.85,102499.34,3408.51
2024-12,USA,West,G&A,8,8.3,-0.3,57844.35,57204.68,639.67
2024-12,USA,West,Marketing,12,12.2,-0.2,97071.44,101159.73,-4088.29
2024-12,USA,West,Operations,26,26.11,-0.11,217417.14,224637.12,-7219.98
2024-12,USA,West,Sales,19,19.11,-0.11,160937.45,177269.15,-16331.7
2024-12,USA,West,Technology,17,17.47,-0.47,129716.83,128930.44,786.39
2025-01,Canada,Central,G&A,5,5.07,-0.07,37541.39,39155.8,-1614.41
2025-01,Canada,Central,Marketing,8,8.14,-0.14,66678.85,71765.55,-5086.7
2025-01,Canada,Central,Operations,17,17.63,-0.63,101954.12,100463.48,1490.64
2025-01,Canada,Central,Sales,13,13.49,-0.49,78594.09,82534.83,-3940.74
2025-01,Canada,Central,Technology,11,11.86,-0.86,76411.29,79560.4,-3149.11
2025-01,Canada,East,G&A,5,5.12,-0.12,45735.64,47233.23,-1497.59
2025-01,Canada,East,Marketing,7,7.34,-0.34,43262.06,43962.49,-700.43
2025-01,Canada,East,Operations,15,15.82,-0.82,92671.5,97204.78,-4533.28
2025-01,Canada,East,Sales,12,12.08,-0.08,80255.83,83416.27,-3160.44
2025-01,Canada,East,Technology,10,10.56,-0.56,75334.52,76657.38,-1322.86
2025-01,Canada,International,G&A,4,4.2,-0.2,27978.82,28209.0,-230.18
2025-01,Canada,International,Marketing,6,6.42,-0.42,35377.93,36504.99,-1127.06
2025-01,Canada,International,Operations,14,15.11,-1.11,84778.54,88251.15,-3472.61
2025-01,Canada,International,Sales,11,11.55,-0.55,82512.12,90904.05,-8391.93
2025-01,Canada,International,Technology,9,9.55,-0.55,59589.69,60369.14,-779.45
2025-01,Canada,West,G&A,6,6.24,-0.24,53712.17,56189.87,-2477.7
2025-01,Canada,West,Marketing,8,8.37,-0.37,53351.81,56667.06,-3315.25
2025-01,Canada,West,Operations,18,18.39,-0.39,112384.26,111821.05,563.21
2025-01,Canada,West,Sales,15,15.51,-0.51,111682.71,119330.75,-7648.04
2025-01,Canada,West,Technology,13,13.01,-0.01,91473.71,93995.21,-2521.5
2025-01,UK,Central,G&A,5,5.2,-0.2,42460.55,45937.48,-3476.93
2025-01,UK,Central,Marketing,6,6.19,-0.19,40886.52,41752.4,-865.88
2025-01,UK,Central,Operations,14,14.47,-0.47,79636.59,80757.9,-1121.31
2025-01,UK,Central,Sales,10,10.21,-0.21,71665.04,73479.49,-1814.45
2025-01,UK,Central,Technology,9,9.03,-0.03,71516.71,76692.13,-5175.42
2025-01,UK,East,G&A,4,3.96,0.04,26943.72,27073.94,-130.22
2025-01,UK,East,Marketing,6,6.29,-0.29,40961.61,41259.39,-297.78
2025-01,UK,East,Operations,14,13.93,0.07,110457.95,117426.06,-6968.11
2025-01,UK,East,Sales,10,10.18,-0.18,73884.19,73637.07,247.12
2025-01,UK,East,Technology,9,8.74,0.26,64479.92,67908.72,-3428.8
2025-01,UK,International,G&A,4,4.02,-0.02,26299.79,26742.08,-442.29
2025-01,UK,International,Marketing,5,5.25,-0.25,31617.6,32973.11,-1355.51
2025-01,UK,International,Operations,12,12.57,-0.57,86711.82,87984.18,-1272.36
2025-01,UK,International,Sales,8,8.28,-0.28,52275.52,54336.2,-2060.68
2025-01,UK,International,Technology,7,7.26,-0.26,45836.03,47440.22,-1604.19
2025-01,UK,West,G&A,5,5.18,-0.18,32398.47,32958.72,-560.25
2025-01,UK,West,Marketing,7,7.22,-0.22,53570.97,54287.57,-716.6
2025-01,UK,West,Operations,16,16.18,-0.18,94971.38,98188.7,-3217.32
2025-01,UK,West,Sales,12,12.14,-0.14,93931.78,95758.06,-1826.28
2025-01,UK,West,Technology,10,10.12,-0.12,84167.62,86924.23,-2756.61
2025-01,USA,Central,G&A,7,7.19,-0.19,50487.17,51969.44,-1482.27
2025-01,USA,Central,Marketing,10,10.22,-0.22,68239.59,69486.34,-1246.75
2025-01,USA,Central,Operations,22,22.74,-0.74,127978.1,132298.25,-4320.15
2025-01,USA,Central,Sales,16,17.08,-1.08,92297.8,92343.47,-45.67
2025-01,USA,Central,Technology,15,16.05,-1.05,119314.98,123247.54,-3932.56
2025-01,USA,East,G&A,7,7.38,-0.38,50845.39,49631.48,1213.91
2025-01,USA,East,Marketing,10,10.7,-0.7,71827.62,75877.6,-4049.98
2025-01,USA,East,Operations,22,23.21,-1.21,130607.39,137801.96,-7194.57
2025-01,USA,East,Sales,17,17.11,-0.11,136760.52,141449.14,-4688.62
2025-01,USA,East,Technology,14,14.59,-0.59,95338.76,98866.76,-3528.0
2025-01,USA,International,G&A,6,6.25,-0.25,44105.31,45173.55,-1068.24
2025-01,USA,International,Marketing,7,7.08,-0.08,44307.36,46190.99,-1883.63
2025-01,USA,International,Operations,17,17.8,-0.8,115589.35,125459.22,-9869.87
2025-01,USA,International,Sales,14,14.07,-0.07,70786.91,68136.79,2650.12
2025-01,USA,International,Technology,11,10.87,0.13,70510.0,70842.78,-332.78
2025-01,USA,West,G&A,8,8.35,-0.35,51275.52,53696.69,-2421.17
2025-01,USA,West,Marketing,11,11.44,-0.44,68289.29,72142.24,-3852.95
2025-01,USA,West,Operations,26,25.69,0.31,189308.58,197223.78,-7915.2
2025-01,USA,West,Sales,19,19.33,-0.33,126383.77,131425.04,-5041.27
2025-01,USA,West,Technology,17,16.32,0.68,135240.49,139721.91,-4481.42
2025-02,Canada,Central,G&A,5,5.09,-0.09,34820.26,34872.87,-52.61
2025-02,Canada,Central,Marketing,7,7.47,-0.47,50100.14,51003.83,-903.69
2025-02,Canada,Central,Operations,17,18.01,-1.01,113586.81,115096.87,-1510.06
2025-02,Canada,Central,Sales,13,12.79,0.21,99930.3,103160.62,-3230.32
2025-02,Canada,Central,Technology,10,9.98,0.02,82451.0,85946.35,-3495.35
2025-02,Canada,East,G&A,5,5.01,-0.01,30901.16,32110.16,-1209.0
2025-02,Canada,East,Marketing,7,7.15,-0.15,50538.48,52492.71,-1954.23
2025-02,Canada,East,Operations,17,17.1,-0.1,144797.68,148738.89,-3941.21
2025-02,Canada,East,Sales,13,13.91,-0.91,77239.22,77806.35,-567.13
2025-02,Canada,East,Technology,10,10.81,-0.81,73537.19,73535.21,1.98
2025-02,Canada,International,G&A,4,4.25,-0.25,30573.79,30596.24,-22.45
2025-02,Canada,International,Marketing,6,6.0,0.0,42709.97,42999.4,-289.43
2025-02,Canada,International,Operations,14,14.56,-0.56,117498.89,122079.38,-4580.49
2025-02,Canada,International,Sales,11,11.35,-0.35,95984.1,101704.31,-5720.21
2025-02,Canada,International,Technology,8,7.89,0.11,61245.82,63312.52,-2066.7
2025-02,Canada,West,G&A,6,6.25,-0.25,44178.86,46037.67,-1858.81
2025-02,Canada,West,Marketing,9,9.91,-0.91,56391.81,59692.17,-3300.36
2025-02,Canada,West,Operations,20,19.92,0.08,135710.58,141029.29,-5318.71
2025-02,Canada,West,Sales,15,15.85,-0.85,88784.95,97286.82,-8501.87
2025-02,Canada,West,Technology,12,12.47,-0.47,73792.11,72853.53,938.58
2025-02,UK,Central,G&A,4,4.02,-0.02,27070.04,28638.36,-1568.32
2025-02,UK,Central,Marketing,6,6.27,-0.27,42975.32,45156.26,-2180.94
2025-02,UK,Central,Operations,15,15.74,-0.74,106582.48,109944.44,-3361.96
2025-02,UK,Central,Sales,10,10.46,-0.46,79565.11,81155.37,-1590.26
2025-02,UK,Central,Technology,9,8.98,0.02,65490.09,66360.13,-870.04
2025-02,UK,East,G&A,4,4.2,-0.2,20367.91,21461.36,-1093.45
2025-02,UK,East,Marketing,6,6.18,-0.18,49280.02,51985.8,-2705.78
2025-02,UK,East,Operations,13,13.24,-0.24,106519.88,112667.89,-6148.01
2025-02,UK,East,Sales,10,10.38,-0.38,80575.37,80301.04,274.33
2025-02,UK,East,Technology,9,9.57,-0.57,62906.29,64344.43,-1438.14
2025-02,UK,International,G&A,4,4.2,-0.2,29414.04,30370.82,-956.78
2025-02,UK,International,Marketing,5,5.25,-0.25,30226.12,31093.36,-867.24
2025-02,UK,International,Operations,12,12.16,-0.16,91102.49,94326.0,-3223.51
2025-02,UK,International,Sales,8,8.05,-0.05,60255.54,61347.83,-1092.29
2025-02,UK,International,Technology,7,7.08,-0.08,57343.83,60368.56,-3024.73
2025-02,UK,West,G&A,5,5.33,-0.33,25090.81,26197.59,-1106.78
2025-02,UK,West,Marketing,7,7.09,-0.09,47732.72,50337.75,-2605.03
2025-02,UK,West,Operations,16,16.01,-0.01,108453.92,109826.12,-1372.2
2025-02,UK,West,Sales,13,12.8,0.2,95323.63,97133.3,-1809.67
2025-02,UK,West,Technology,11,11.8,-0.8,70428.9,67014.98,3413.92
2025-02,USA,Central,G&A,7,7.07,-0.07,49471.53,49438.52,33.01
2025-02,USA,Central,Marketing,10,9.74,0.26,73676.27,70253.41,3422.86
2025-02,USA,Central,Operations,22,23.38,-1.38,156309.26,163392.08,-7082.82
2025-02,USA,Central,Sales,17,17.48,-0.48,125921.77,130368.78,-4447.01
2025-02,USA,Central,Technology,16,16.84,-0.84,106773.02,108208.3,-1435.28
2025-02,USA,East,G&A,7,6.91,0.09,53642.23,52383.94,1258.29
2025-02,USA,East,Marketing,10,10.05,-0.05,74563.97,79361.51,-4797.54
2025-02,USA,East,Operations,22,23.59,-1.59,153925.53,162159.3,-8233.77
2025-02,USA,East,Sales,16,15.82,0.18,120162.37,123127.1,-2964.73
2025-02,USA,East,Technology,14,14.26,-0.26,88894.51,93081.62,-4187.11
2025-02,USA,International,G&A,6,6.03,-0.03,54272.14,56040.4,-1768.26
2025-02,USA,International,Marketing,8,8.48,-0.48,65728.13,70955.35,-5227.22
2025-02,USA,International,Operations,19,20.3,-1.3,153833.39,154134.27,-300.88
2025-02,USA,International,Sales,15,15.63,-0.63,142577.52,145269.34,-2691.82
2025-02,USA,International,Technology,12,12.48,-0.48,77973.65,78831.39,-857.74
2025-02,USA,West,G&A,9,9.46,-0.46,69489.2,70769.83,-1280.63
2025-02,USA,West,Marketing,11,11.33,-0.33,56249.39,61264.11,-5014.72
2025-02,USA,West,Operations,28,29.06,-1.06,166658.69,184892.36,-18233.67
2025-02,USA,West,Sales,19,19.02,-0.02,138340.43,141976.31,-3635.88
2025-02,USA,West,Technology,16,17.17,-1.17,120740.41,127496.2,-6755.79
2025-03,Canada,Central,G&A,5,5.22,-0.22,28162.94,29229.31,-1066.37
2025-03,Canada,Central,Marketing,7,7.2,-0.2,47702.64,49085.97,-1383.33
2025-03,Canada,Central,Operations,16,16.29,-0.29,113019.61,117630.31,-4610.7
2025-03,Canada,Central,Sales,12,12.2,-0.2,93987.03,91218.22,2768.81
2025-03,Canada,Central,Technology,11,11.19,-0.19,102879.55,101948.29,931.26
2025-03,Canada,East,G&A,5,5.33,-0.33,27311.25,27678.11,-366.86
2025-03,Canada,East,Marketing,7,6.92,0.08,50662.53,51972.45,-1309.92
2025-03,Canada,East,Operations,16,16.16,-0.16,95927.88,95735.1,192.78
2025-03,Canada,East,Sales,13,13.06,-0.06,79040.1,84610.05,-5569.95
2025-03,Canada,East,Technology,11,10.72,0.28,69981.54,71159.99,-1178.45
2025-03,Canada,International,G&A,4,4.03,-0.03,22320.58,22867.6,-547.02
2025-03,Canada,International,Marketing,6,6.28,-0.28,42843.48,42248.01,595.47
2025-03,Canada,International,Operations,14,13.9,0.1,91850.45,94896.07,-3045.62
2025-03,Canada,International,Sales,10,10.27,-0.27,79924.33,83007.77,-3083.44
2025-03,Canada,International,Technology,8,8.48,-0.48,77088.15,81682.75,-4594.6
2025-03,Canada,West,G&A,6,6.23,-0.23,44028.51,47040.87,-3012.36
2025-03,Canada,West,Marketing,9,9.8,-0.8,66137.31,65617.19,520.12
2025-03,Canada,West,Operations,21,20.55,0.45,143278.37,138831.82,4446.55
2025-03,Canada,West,Sales,14,14.17,-0.17,103852.28,103514.02,338.26
2025-03,Canada,West,Technology,12,13.05,-1.05,91023.03,97171.02,-6147.99
2025-03,UK,Central,G&A,5,5.12,-0.12,37561.8,38556.8,-995.0
2025-03,UK,Central,Marketing,6,5.85,0.15,47757.54,48655.3,-897.76
2025-03,UK,Central,Operations,14,14.47,-0.47,102259.85,100816.69,1443.16
2025-03,UK,Central,Sales,11,11.32,-0.32,94062.64,96761.28,-2698.64
2025-03,UK,Central,Technology,9,9.1,-0.1,70573.72,73485.89,-2912.17
2025-03,UK,East,G&A,4,4.09,-0.09,30324.45,29649.52,674.93
2025-03,UK,East,Marketing,6,6.19,-0.19,56143.93,57663.36,-1519.43
2025-03,UK,East,Operations,14,14.07,-0.07,96360.96,99788.63,-3427.67
2025-03,UK,East,Sales,10,10.41,-0.41,89807.86,89358.76,449.1
2025-03,UK,East,Technology,9,9.26,-0.26,66227.32,67392.99,-1165.67
2025-03,UK,International,G&A,4,4.11,-0.11,27365.98,28136.18,-770.2
2025-03,UK,International,Marketing,5,5.14,-0.14,39258.42,41455.83,-2197.41
2025-03,UK,International,Operations,12,12.5,-0.5,82346.81,84584.48,-2237.67
2025-03,UK,International,Sales,9,9.48,-0.48,79360.11,83302.33,-3942.22
2025-03,UK,International,Technology,7,7.29,-0.29,55869.51,55870.63,-1.12
2025-03,UK,West,G&A,5,5.2,-0.2,40844.99,41764.34,-919.35
2025-03,UK,West,Marketing,7,6.85,0.15,52951.69,54941.0,-1989.31
2025-03,UK,West,Operations,16,16.53,-0.53,122995.86,129696.49,-6700.63
2025-03,UK,West,Sales,12,13.07,-1.07,96348.84,97118.34,-769.5
2025-03,UK,West,Technology,11,10.97,0.03,56536.65,57729.06,-1192.41
2025-03,USA,Central,G&A,7,6.98,0.02,51335.75,51819.87,-484.12
2025-03,USA,Central,Marketing,10,10.15,-0.15,90640.54,89410.1,1230.44
2025-03,USA,Central,Operations,23,23.72,-0.72,151538.69,152884.2,-1345.51
2025-03,USA,Central,Sales,17,17.99,-0.99,126584.88,129832.72,-3247.84
2025-03,USA,Central,Technology,15,15.6,-0.6,122253.28,123839.96,-1586.68
2025-03,USA,East,G&A,7,7.12,-0.12,55187.45,56202.37,-1014.92
2025-03,USA,East,Marketing,9,8.9,0.1,60570.75,64812.29,-4241.54
2025-03,USA,East,Operations,20,20.78,-0.78,170598.47,172915.13,-2316.66
2025-03,USA,East,Sales,15,14.66,0.34,110120.03,111104.47,-984.44
2025-03,USA,East,Technology,13,13.13,-0.13,75569.91,77720.22,-2150.31
2025-03,USA,International,G&A,6,6.06,-0.06,39929.92,40206.31,-276.39
2025-03,USA,International,Marketing,8,7.77,0.23,48892.16,51988.85,-3096.69
2025-03,USA,International,Operations,18,18.38,-0.38,111516.1,122912.59,-11396.49
2025-03,USA,International,Sales,14,14.31,-0.31,89407.85,91775.29,-2367.44
2025-03,USA,International,Technology,12,12.13,-0.13,101203.52,108913.55,-7710.03
2025-03,USA,West,G&A,8,8.85,-0.85,59072.01,63466.26,-4394.25
2025-03,USA,West,Marketing,11,10.63,0.37,94200.25,95062.87,-862.62
2025-03,USA,West,Operations,26,27.51,-1.51,194578.25,207186.21,-12607.96
2025-03,USA,West,Sales,21,21.36,-0.36,162339.09,170357.76,-8018.67
2025-03,USA,West,Technology,17,16.78,0.22,140820.57,145910.67,-5090.1
2025-04,Canada,Central,G&A,5,4.99,0.01,30495.12,32431.01,-1935.89
2025-04,Canada,Central,Marketing,8,8.68,-0.68,67553.16,70395.3,-2842.14
2025-04,Canada,Central,Operations,16,15.73,0.27,123635.77,126888.55,-3252.78
2025-04,Canada,Central,Sales,13,13.67,-0.67,80802.91,86687.92,-5885.01
2025-04,Canada,Central,Technology,11,11.15,-0.15,74033.35,75699.32,-1665.97
2025-04,Canada,East,G&A,5,5.06,-0.06,34748.4,35748.53,-1000.13
2025-04,Canada,East,Marketing,7,7.08,-0.08,55907.27,57626.94,-1719.67
2025-04,Canada,East,Operations,16,14.89,1.11,111459.64,113220.29,-1760.65
2025-04,Canada,East,Sales,13,13.63,-0.63,86996.98,94415.15,-7418.17
2025-04,Canada,East,Technology,10,10.15,-0.15,70242.35,69826.27,416.08
2025-04,Canada,International,G&A,5,5.06,-0.06,32019.35,32342.13,-322.78
2025-04,Canada,International,Marketing,7,7.23,-0.23,52643.0,54063.13,-1420.13
2025-04,Canada,International,Operations,13,13.89,-0.89,101719.6,102674.29,-954.69
2025-04,Canada,International,Sales,10,10.04,-0.04,67148.0,67521.48,-373.48
2025-04,Canada,International,Technology,8,8.2,-0.2,53335.84,53858.63,-522.79
2025-04,Canada,West,G&A,6,6.15,-0.15,54721.69,55351.54,-629.85
2025-04,Canada,West,Marketing,8,8.09,-0.09,65005.05,67934.89,-2929.84
2025-04,Canada,West,Operations,20,20.61,-0.61,156483.32,160939.72,-4456.4
2025-04,Canada,West,Sales,14,14.08,-0.08,104569.86,112652.08,-8082.22
2025-04,Canada,West,Technology,12,12.63,-0.63,80591.45,82592.14,-2000.69
2025-04,UK,Central,G&A,5,5.12,-0.12,33072.56,33511.98,-439.42
2025-04,UK,Central,Marketing,7,6.93,0.07,50265.06,52956.68,-2691.62
2025-04,UK,Central,Operations,16,15.71,0.29,108751.46,112788.02,-4036.56
2025-04,UK,Central,Sales,11,10.93,0.07,89524.37,95118.68,-5594.31
2025-04,UK,Central,Technology,9,9.25,-0.25,64741.38,64173.65,567.73
2025-04,UK,East,G&A,4,4.04,-0.04,26439.3,26796.78,-357.48
2025-04,UK,East,Marketing,6,6.08,-0.08,49282.87,50469.32,-1186.45
2025-04,UK,East,Operations,15,15.73,-0.73,94841.08,99473.58,-4632.5
2025-04,UK,East,Sales,11,11.02,-0.02,66801.13,68959.17,-2158.04
2025-04,UK,East,Technology,9,9.23,-0.23,54167.87,56591.42,-2423.55
2025-04,UK,International,G&A,4,4.06,-0.06,25214.41,26178.89,-964.48
2025-04,UK,International,Marketing,5,4.83,0.17,37543.42,38867.82,-1324.4
2025-04,UK,International,Operations,12,12.91,-0.91,79460.65,84129.11,-4668.46
2025-04,UK,International,Sales,8,8.5,-0.5,51982.12,55041.85,-3059.73
2025-04,UK,International,Technology,7,7.34,-0.34,58368.97,63106.82,-4737.85
2025-04,UK,West,G&A,5,5.19,-0.19,33847.95,34446.44,-598.49
2025-04,UK,West,Marketing,7,7.05,-0.05,50004.68,54252.36,-4247.68
2025-04,UK,West,Operations,17,17.1,-0.1,120514.4,119193.48,1320.92
2025-04,UK,West,Sales,13,14.06,-1.06,98192.81,101310.48,-3117.67
2025-04,UK,West,Technology,10,10.57,-0.57,80563.97,82090.64,-1526.67
2025-04,USA,Central,G&A,6,5.94,0.06,43891.14,45546.55,-1655.41
2025-04,USA,Central,Marketing,10,10.33,-0.33,53156.72,55184.79,-2028.07
2025-04,USA,Central,Operations,24,25.53,-1.53,166064.54,168017.48,-1952.94
2025-04,USA,Central,Sales,17,17.12,-0.12,105047.85,109532.59,-4484.74
2025-04,USA,Central,Technology,15,16.33,-1.33,98942.66,101647.79,-2705.13
2025-04,USA,East,G&A,7,7.72,-0.72,51458.56,52932.48,-1473.92
2025-04,USA,East,Marketing,10,10.18,-0.18,64227.88,64777.64,-549.76
2025-04,USA,East,Operations,22,22.94,-0.94,165249.68,166835.14,-1585.46
2025-04,USA,East,Sales,16,16.54,-0.54,115982.43,117193.13,-1210.7
2025-04,USA,East,Technology,14,14.39,-0.39,113413.42,120578.78,-7165.36
2025-04,USA,International,G&A,6,6.24,-0.24,36046.16,36032.71,13.45
2025-04,USA,International,Marketing,8,8.0,0.0,58725.54,63753.39,-5027.85
2025-04,USA,International,Operations,18,18.99,-0.99,144006.95,140768.1,3238.85
2025-04,USA,International,Sales,13,13.51,-0.51,112623.94,120091.43,-7467.49
2025-04,USA,International,Technology,12,12.24,-0.24,84096.49,85109.74,-1013.25
2025-04,USA,West,G&A,9,9.23,-0.23,69589.86,74401.77,-4811.91
2025-04,USA,West,Marketing,12,11.95,0.05,101845.87,101840.49,5.38
2025-04,USA,West,Operations,28,27.56,0.44,228142.84,236571.94,-8429.1
2025-04,USA,West,Sales,19,19.99,-0.99,157058.3,156082.26,976.04
2025-04,USA,West,Technology,17,17.52,-0.52,116948.59,120953.89,-4005.3
2025-05,Canada,Central,G&A,5,5.33,-0.33,36807.29,37616.67,-809.38
2025-05,Canada,Central,Marketing,8,8.24,-0.24,59351.2,64219.02,-4867.82
2025-05,Canada,Central,Operations,18,19.61,-1.61,113297.81,117288.85,-3991.04
2025-05,Canada,Central,Sales,13,13.75,-0.75,81203.63,83203.69,-2000.06
2025-05,Canada,Central,Technology,11,12.04,-1.04,106754.03,106594.51,159.52
2025-05,Canada,East,G&A,5,4.99,0.01,32339.88,35199.82,-2859.94
2025-05,Canada,East,Marketing,7,7.29,-0.29,47645.41,49547.8,-1902.39
